card_id,anki_note_id,ord
1773419770630,1773419770628,1
1773419770632,1773419770631,0
1773419770633,1773419770631,1
1773419770635,1773419770634,0
1773419770636,1773419770634,1
1773419770638,1773419770637,0
1773419770639,1773419770637,1
1773419770641,1773419770640,0
1773419770642,1773419770640,1
1773419770644,1773419770643,0
1773419770645,1773419770643,1
1773419770647,1773419770646,0
1773419770648,1773419770646,1
1773419770650,1773419770649,0
1773419770651,1773419770649,1
1773419770653,1773419770652,0
1773419770654,1773419770652,1
1773419770656,1773419770655,0
1773419770657,1773419770655,1
1773419770659,1773419770658,0
1773419770660,1773419770658,1
1773419770662,1773419770661,0
1773419770663,1773419770661,1
1773419770665,1773419770664,0
1773419770666,1773419770664,1
1773419770668,1773419770667,0
1773419770669,1773419770667,1
1773419770671,1773419770670,0
1773419770672,1773419770670,1
1773419770674,1773419770673,0
1773419770675,1773419770673,1
1773419770677,1773419770676,0
1773419770678,1773419770676,1
1773419770680,1773419770679,0
1773419770681,1773419770679,1
1773419770683,1773419770682,0
1773419770684,1773419770682,1
1773419770686,1773419770685,0
1773419770687,1773419770685,1
1773419770689,1773419770688,0
1773419770690,1773419770688,1
1773419770692,1773419770691,0
1773419770693,1773419770691,1
1773419770695,1773419770694,0
1773419770696,1773419770694,1
1773419770698,1773419770697,0
1773419770699,1773419770697,1
1773419770701,1773419770700,0
1773419770702,1773419770700,1
1773419770704,1773419770703,0
1773419770705,1773419770703,1
1773419770707,1773419770706,0
1773419770708,1773419770706,1
1773419770710,1773419770709,0
1773419770711,1773419770709,1
1773419770713,1773419770712,0
1773419770714,1773419770712,1
1773419770716,1773419770715,0
1773419770717,1773419770715,1
1773419770719,1773419770718,0
1773419770720,1773419770718,1
1773419770722,1773419770721,0
1773419770723,1773419770721,1
1773419770725,1773419770724,0
1773419770726,1773419770724,1
1773419770728,1773419770727,0
1773419770729,1773419770727,1
1773419770731,1773419770730,0
1773419770732,1773419770730,1
1773419770734,1773419770733,0
1773419770735,1773419770733,1
1773419770737,1773419770736,0
1773419770738,1773419770736,1
1773419770740,1773419770739,0
1773419770741,1773419770739,1
1773419770743,1773419770742,0
1773419770744,1773419770742,1
1773419770746,1773419770745,0
1773419770747,1773419770745,1
1773419770749,1773419770748,0
1773419770750,1773419770748,1
1773419770752,1773419770751,0
1773419770753,1773419770751,1
1773419770755,1773419770754,0
1773419770756,1773419770754,1
1773419770758,1773419770757,0
1773419770759,1773419770757,1
1773419770761,1773419770760,0
1773419770762,1773419770760,1
1773419770764,1773419770763,0
1773419770765,1773419770763,1
1773419770767,1773419770766,0
1773419770768,1773419770766,1
1773419770770,1773419770769,0
1773419770771,1773419770769,1
1773419770773,1773419770772,0
1773419770774,1773419770772,1
1773419770776,1773419770775,0
1773419770777,1773419770775,1
1773419770779,1773419770778,0
1773419770780,1773419770778,1
1773419770782,1773419770781,0
1773419770783,1773419770781,1
1773419770785,1773419770784,0
1773419770786,1773419770784,1
1773419770788,1773419770787,0
1773419770789,1773419770787,1
1773419770791,1773419770790,0
1773419770792,1773419770790,1
1773419770794,1773419770793,0
1773419770795,1773419770793,1
1773419770797,1773419770796,0
1773419770798,1773419770796,1
1773419770800,1773419770799,0
1773419770801,1773419770799,1
1773419770803,1773419770802,0
1773419770804,1773419770802,1
1773419770806,1773419770805,0
1773419770807,1773419770805,1
1773419770809,1773419770808,0
1773419770810,1773419770808,1
1773419770812,1773419770811,0
1773419770813,1773419770811,1
1773419770815,1773419770814,0
1773419770816,1773419770814,1
1773419770818,1773419770817,0
1773419770819,1773419770817,1
1773419770821,1773419770820,0
1773419770822,1773419770820,1
1773419770824,1773419770823,0
1773419770825,1773419770823,1
1773419770827,1773419770826,0
1773419770828,1773419770826,1
1773419770830,1773419770829,0
1773419770831,1773419770829,1
1773419770833,1773419770832,0
1773419770834,1773419770832,1
1773419770836,1773419770835,0
1773419770837,1773419770835,1
1773419770839,1773419770838,0
1773419770840,1773419770838,1
1773419770842,1773419770841,0
1773419770843,1773419770841,1
1773419770845,1773419770844,0
1773419770846,1773419770844,1
1773419770848,1773419770847,0
1773419770849,1773419770847,1
1773419770851,1773419770850,0
1773419770852,1773419770850,1
1773419770854,1773419770853,0
1773419770855,1773419770853,1
1773419770857,1773419770856,0
1773419770858,1773419770856,1
1773419770860,1773419770859,0
1773419770861,1773419770859,1
1773419770863,1773419770862,0
1773419770864,1773419770862,1
1773419770866,1773419770865,0
1773419770867,1773419770865,1
1773419770869,1773419770868,0
1773419770870,1773419770868,1
1773419770872,1773419770871,0
1773419770873,1773419770871,1
1773419770875,1773419770874,0
1773419770876,1773419770874,1
1773419770878,1773419770877,0
1773419770879,1773419770877,1
1773419770881,1773419770880,0
1773419770882,1773419770880,1
1773419770884,1773419770883,0
1773419770885,1773419770883,1
1773419770887,1773419770886,0
1773419770888,1773419770886,1
1773419770890,1773419770889,0
1773419770891,1773419770889,1
1773419770893,1773419770892,0
1773419770894,1773419770892,1
1773419770896,1773419770895,0
1773419770897,1773419770895,1
1773419770899,1773419770898,0
1773419770900,1773419770898,1
1773419770902,1773419770901,0
1773419770903,1773419770901,1
1773419770905,1773419770904,0
1773419770906,1773419770904,1
1773419770908,1773419770907,0
1773419770909,1773419770907,1
1773419770911,1773419770910,0
1773419770912,1773419770910,1
1773419770914,1773419770913,0
1773419770915,1773419770913,1
1773419770917,1773419770916,0
1773419770918,1773419770916,1
1773419770920,1773419770919,0
1773419770921,1773419770919,1
1773419770923,1773419770922,0
1773419770924,1773419770922,1
1773419770926,1773419770925,0
1773419770927,1773419770925,1
1773419770929,1773419770928,0
1773419770930,1773419770928,1
1773419770932,1773419770931,0
1773419770933,1773419770931,1
1773419770935,1773419770934,0
1773419770936,1773419770934,1
1773419770938,1773419770937,0
1773419770939,1773419770937,1
1773419770941,1773419770940,0
1773419770942,1773419770940,1
1773419770944,1773419770943,0
1773419770945,1773419770943,1
1773419770947,1773419770946,0
1773419770948,1773419770946,1
1773419770950,1773419770949,0
1773419770951,1773419770949,1
1773419770953,1773419770952,0
1773419770954,1773419770952,1
1773419770956,1773419770955,0
1773419770957,1773419770955,1
1773419770959,1773419770958,0
1773419770960,1773419770958,1
1773419770962,1773419770961,0
1773419770963,1773419770961,1
1773419770965,1773419770964,0
1773419770966,1773419770964,1
1773419770968,1773419770967,0
1773419770969,1773419770967,1
1773419770971,1773419770970,0
1773419770972,1773419770970,1
1773419770974,1773419770973,0
1773419770975,1773419770973,1
1773419770977,1773419770976,0
1773419770978,1773419770976,1
1773419770980,1773419770979,0
1773419770981,1773419770979,1
1773419770983,1773419770982,0
1773419770984,1773419770982,1
1773419770986,1773419770985,0
1773419770987,1773419770985,1
1773419770989,1773419770988,0
1773419770990,1773419770988,1
1773419770992,1773419770991,0
1773419770993,1773419770991,1
1773419770995,1773419770994,0
1773419770996,1773419770994,1
1773419770998,1773419770997,0
1773419770999,1773419770997,1
1773419771001,1773419771000,0
1773419771002,1773419771000,1
1773419771004,1773419771003,0
1773419771005,1773419771003,1
1773419771007,1773419771006,0
1773419771008,1773419771006,1
1773419771010,1773419771009,0
1773419771011,1773419771009,1
1773419771013,1773419771012,0
1773419771014,1773419771012,1
1773419771016,1773419771015,0
1773419771017,1773419771015,1
1773419771019,1773419771018,0
1773419771020,1773419771018,1
1773419771022,1773419771021,0
1773419771023,1773419771021,1
1773419771025,1773419771024,0
1773419771026,1773419771024,1
1773419771028,1773419771027,0
1773419771029,1773419771027,1
1773419771031,1773419771030,0
1773419771032,1773419771030,1
1773419771034,1773419771033,0
1773419771035,1773419771033,1
1773419771037,1773419771036,0
1773419771038,1773419771036,1
1773419771040,1773419771039,0
1773419771041,1773419771039,1
1773419771043,1773419771042,0
1773419771044,1773419771042,1
1773419771046,1773419771045,0
1773419771047,1773419771045,1
1773419771049,1773419771048,0
1773419771050,1773419771048,1
1773419771052,1773419771051,0
1773419771053,1773419771051,1
1773419771055,1773419771054,0
1773419771056,1773419771054,1
1773419771058,1773419771057,0
1773419771059,1773419771057,1
1773419771061,1773419771060,0
1773419771062,1773419771060,1
1773419771064,1773419771063,0
1773419771065,1773419771063,1
1773419771067,1773419771066,0
1773419771068,1773419771066,1
1773419771070,1773419771069,0
1773419771071,1773419771069,1
1773419771073,1773419771072,0
1773419771074,1773419771072,1
1773419771076,1773419771075,0
1773419771077,1773419771075,1
1773419771079,1773419771078,0
1773419771080,1773419771078,1
1773419771082,1773419771081,0
1773419771083,1773419771081,1
1773419771085,1773419771084,0
1773419771086,1773419771084,1
1773419771088,1773419771087,0
1773419771089,1773419771087,1
1773419771091,1773419771090,0
1773419771092,1773419771090,1
1773419771094,1773419771093,0
1773419771095,1773419771093,1
1773419771097,1773419771096,0
1773419771098,1773419771096,1
1773419771100,1773419771099,0
1773419771101,1773419771099,1
1773419771103,1773419771102,0
1773419771104,1773419771102,1
1773419771106,1773419771105,0
1773419771107,1773419771105,1
1773419771109,1773419771108,0
1773419771110,1773419771108,1
1773419771112,1773419771111,0
1773419771113,1773419771111,1
1773419771115,1773419771114,0
1773419771116,1773419771114,1
1773419771118,1773419771117,0
1773419771119,1773419771117,1
1773419771121,1773419771120,0
1773419771122,1773419771120,1
1773419771124,1773419771123,0
1773419771125,1773419771123,1
1773419771127,1773419771126,0
1773419771128,1773419771126,1
1773419771130,1773419771129,0
1773419771131,1773419771129,1
1773419771133,1773419771132,0
1773419771134,1773419771132,1
1773419771136,1773419771135,0
1773419771137,1773419771135,1
1773419771139,1773419771138,0
1773419771140,1773419771138,1
1773419771142,1773419771141,0
1773419771143,1773419771141,1
1773419771145,1773419771144,0
1773419771146,1773419771144,1
1773419771148,1773419771147,0
1773419771149,1773419771147,1
1773419771151,1773419771150,0
1773419771152,1773419771150,1
1773419771154,1773419771153,0
1773419771155,1773419771153,1
1773419771157,1773419771156,0
1773419771158,1773419771156,1
1773419771160,1773419771159,0
1773419771161,1773419771159,1
1773419771163,1773419771162,0
1773419771164,1773419771162,1
1773419771166,1773419771165,0
1773419771167,1773419771165,1
1773419771169,1773419771168,0
1773419771170,1773419771168,1
1773419771172,1773419771171,0
1773419771173,1773419771171,1
1773419771175,1773419771174,0
1773419771176,1773419771174,1
1773419771178,1773419771177,0
1773419771179,1773419771177,1
1773419771181,1773419771180,0
1773419771182,1773419771180,1
1773419771184,1773419771183,0
1773419771185,1773419771183,1
1773419771187,1773419771186,0
1773419771188,1773419771186,1
1773419771190,1773419771189,0
1773419771191,1773419771189,1
1773419771193,1773419771192,0
1773419771194,1773419771192,1
1773419771196,1773419771195,0
1773419771197,1773419771195,1
1773419771199,1773419771198,0
1773419771200,1773419771198,1
1773419771202,1773419771201,0
1773419771203,1773419771201,1
1773419771205,1773419771204,0
1773419771206,1773419771204,1
1773419771208,1773419771207,0
1773419771209,1773419771207,1
1773419771211,1773419771210,0
1773419771212,1773419771210,1
1773419771214,1773419771213,0
1773419771215,1773419771213,1
1773419771217,1773419771216,0
1773419771218,1773419771216,1
1773419771220,1773419771219,0
1773419771221,1773419771219,1
1773419771223,1773419771222,0
1773419771224,1773419771222,1
1773419771226,1773419771225,0
1773419771227,1773419771225,1
1773419771229,1773419771228,0
1773419771230,1773419771228,1
1773419771232,1773419771231,0
1773419771233,1773419771231,1
1773419771235,1773419771234,0
1773419771236,1773419771234,1
1773419771238,1773419771237,0
1773419771239,1773419771237,1
1773419771241,1773419771240,0
1773419771242,1773419771240,1
1773419771244,1773419771243,0
1773419771245,1773419771243,1
1773419771247,1773419771246,0
1773419771248,1773419771246,1
1773419771250,1773419771249,0
1773419771251,1773419771249,1
1773419771253,1773419771252,0
1773419771254,1773419771252,1
1773419771256,1773419771255,0
1773419771257,1773419771255,1
1773419771259,1773419771258,0
1773419771260,1773419771258,1
1773419771262,1773419771261,0
1773419771263,1773419771261,1
1773419771265,1773419771264,0
1773419771266,1773419771264,1
1773419771268,1773419771267,0
1773419771269,1773419771267,1
1773419771271,1773419771270,0
1773419771272,1773419771270,1
1773419771274,1773419771273,0
1773419771275,1773419771273,1
1773419771277,1773419771276,0
1773419771278,1773419771276,1
1773419771280,1773419771279,0
1773419771281,1773419771279,1
1773419771283,1773419771282,0
1773419771284,1773419771282,1
1773419771286,1773419771285,0
1773419771287,1773419771285,1
1773419771289,1773419771288,0
1773419771290,1773419771288,1
1773419771292,1773419771291,0
1773419771293,1773419771291,1
1773419771295,1773419771294,0
1773419771296,1773419771294,1
1773419771298,1773419771297,0
1773419771299,1773419771297,1
1773419771301,1773419771300,0
1773419771302,1773419771300,1
1773419771304,1773419771303,0
1773419771305,1773419771303,1
1773419771307,1773419771306,0
1773419771308,1773419771306,1
1773419771310,1773419771309,0
1773419771311,1773419771309,1
1773419771313,1773419771312,0
1773419771314,1773419771312,1
1773419771316,1773419771315,0
1773419771317,1773419771315,1
1773419771319,1773419771318,0
1773419771320,1773419771318,1
1773419771322,1773419771321,0
1773419771323,1773419771321,1
1773419771325,1773419771324,0
1773419771326,1773419771324,1
1773419771328,1773419771327,0
1773419771329,1773419771327,1
1773419771331,1773419771330,0
1773419771332,1773419771330,1
1773419771334,1773419771333,0
1773419771335,1773419771333,1
1773419771337,1773419771336,0
1773419771338,1773419771336,1
1773419771340,1773419771339,0
1773419771341,1773419771339,1
1773419771343,1773419771342,0
1773419771344,1773419771342,1
1773419771346,1773419771345,0
1773419771347,1773419771345,1
1773419771349,1773419771348,0
1773419771350,1773419771348,1
1773419771352,1773419771351,0
1773419771353,1773419771351,1
1773419771355,1773419771354,0
1773419771356,1773419771354,1
1773419771358,1773419771357,0
1773419771359,1773419771357,1
1773419771361,1773419771360,0
1773419771362,1773419771360,1
1773419771364,1773419771363,0
1773419771365,1773419771363,1
1773419771367,1773419771366,0
1773419771368,1773419771366,1
1773419771370,1773419771369,0
1773419771371,1773419771369,1
1773419771373,1773419771372,0
1773419771374,1773419771372,1
1773419771376,1773419771375,0
1773419771377,1773419771375,1
1773419771379,1773419771378,0
1773419771380,1773419771378,1
1773419771382,1773419771381,0
1773419771383,1773419771381,1
1773419771385,1773419771384,0
1773419771386,1773419771384,1
1773419771388,1773419771387,0
1773419771389,1773419771387,1
1773419771391,1773419771390,0
1773419771392,1773419771390,1
1773419771394,1773419771393,0
1773419771395,1773419771393,1
1773419771397,1773419771396,0
1773419771398,1773419771396,1
1773419771400,1773419771399,0
1773419771401,1773419771399,1
1773419771403,1773419771402,0
1773419771404,1773419771402,1
1773419771406,1773419771405,0
1773419771407,1773419771405,1
1773419771409,1773419771408,0
1773419771410,1773419771408,1
1773419771412,1773419771411,0
1773419771413,1773419771411,1
1773419771415,1773419771414,0
1773419771416,1773419771414,1
1773419771418,1773419771417,0
1773419771419,1773419771417,1
1773419771421,1773419771420,0
1773419771422,1773419771420,1
1773419771424,1773419771423,0
1773419771425,1773419771423,1
1773419771427,1773419771426,0
1773419771428,1773419771426,1
1773419771430,1773419771429,0
1773419771431,1773419771429,1
1773419771433,1773419771432,0
1773419771434,1773419771432,1
1773419771436,1773419771435,0
1773419771437,1773419771435,1
1773419771439,1773419771438,0
1773419771440,1773419771438,1
1773419771442,1773419771441,0
1773419771443,1773419771441,1
1773419771445,1773419771444,0
1773419771446,1773419771444,1
1773419771448,1773419771447,0
1773419771449,1773419771447,1
1773419771451,1773419771450,0
1773419771452,1773419771450,1
1773419771454,1773419771453,0
1773419771455,1773419771453,1
1773419771457,1773419771456,0
1773419771458,1773419771456,1
1773419771460,1773419771459,0
1773419771461,1773419771459,1
1773419771463,1773419771462,0
1773419771464,1773419771462,1
1773419771466,1773419771465,0
1773419771467,1773419771465,1
1773419771469,1773419771468,0
1773419771470,1773419771468,1
1773419771472,1773419771471,0
1773419771473,1773419771471,1
1773419771475,1773419771474,0
1773419771476,1773419771474,1
1773419771478,1773419771477,0
1773419771479,1773419771477,1
1773419771481,1773419771480,0
1773419771482,1773419771480,1
1773419771484,1773419771483,0
1773419771485,1773419771483,1
1773419771487,1773419771486,0
1773419771488,1773419771486,1
1773419771490,1773419771489,0
1773419771491,1773419771489,1
1773419771493,1773419771492,0
1773419771494,1773419771492,1
1773419771496,1773419771495,0
1773419771497,1773419771495,1
1773419771499,1773419771498,0
1773419771500,1773419771498,1
1773419771502,1773419771501,0
1773419771503,1773419771501,1
1773419771505,1773419771504,0
1773419771506,1773419771504,1
1773419771508,1773419771507,0
1773419771509,1773419771507,1
1773419771511,1773419771510,0
1773419771512,1773419771510,1
1773419771514,1773419771513,0
1773419771515,1773419771513,1
1773419771517,1773419771516,0
1773419771518,1773419771516,1
1773419771520,1773419771519,0
1773419771521,1773419771519,1
1773419771523,1773419771522,0
1773419771524,1773419771522,1
1773419771526,1773419771525,0
1773419771527,1773419771525,1
1773419771529,1773419771528,0
1773419771530,1773419771528,1
1773419771532,1773419771531,0
1773419771533,1773419771531,1
1773419771535,1773419771534,0
1773419771536,1773419771534,1
1773419771538,1773419771537,0
1773419771539,1773419771537,1
1773419771541,1773419771540,0
1773419771542,1773419771540,1
1773419771544,1773419771543,0
1773419771545,1773419771543,1
1773419771547,1773419771546,0
1773419771548,1773419771546,1
1773419771550,1773419771549,0
1773419771551,1773419771549,1
1773419771553,1773419771552,0
1773419771554,1773419771552,1
1773419771556,1773419771555,0
1773419771557,1773419771555,1
1773419771559,1773419771558,0
1773419771560,1773419771558,1
1773419771562,1773419771561,0
1773419771563,1773419771561,1
1773419771565,1773419771564,0
1773419771566,1773419771564,1
1773419771568,1773419771567,0
1773419771569,1773419771567,1
1773419771571,1773419771570,0
1773419771572,1773419771570,1
1773419771574,1773419771573,0
1773419771575,1773419771573,1
1773419771577,1773419771576,0
1773419771578,1773419771576,1
1773419771580,1773419771579,0
1773419771581,1773419771579,1
1773419771583,1773419771582,0
1773419771584,1773419771582,1
1773419771586,1773419771585,0
1773419771587,1773419771585,1
1773419771589,1773419771588,0
1773419771590,1773419771588,1
1773419771592,1773419771591,0
1773419771593,1773419771591,1
1773419771595,1773419771594,0
1773419771596,1773419771594,1
1773419771598,1773419771597,0
1773419771599,1773419771597,1
1773419771601,1773419771600,0
1773419771602,1773419771600,1
1773419771604,1773419771603,0
1773419771605,1773419771603,1
1773419771607,1773419771606,0
1773419771608,1773419771606,1
1773419771610,1773419771609,0
1773419771611,1773419771609,1
1773419771613,1773419771612,0
1773419771614,1773419771612,1
1773419771616,1773419771615,0
1773419771617,1773419771615,1
1773419771619,1773419771618,0
1773419771620,1773419771618,1
1773419771622,1773419771621,0
1773419771623,1773419771621,1
1773419771625,1773419771624,0
1773419771626,1773419771624,1
1773419771628,1773419771627,0
1773419771629,1773419771627,1
1773419771631,1773419771630,0
1773419771632,1773419771630,1
1773419771634,1773419771633,0
1773419771635,1773419771633,1
1773419771637,1773419771636,0
1773419771638,1773419771636,1
1773419771640,1773419771639,0
1773419771641,1773419771639,1
1773419771643,1773419771642,0
1773419771644,1773419771642,1
1773419771646,1773419771645,0
1773419771647,1773419771645,1
1773419771649,1773419771648,0
1773419771650,1773419771648,1
1773419771652,1773419771651,0
1773419771653,1773419771651,1
1773419771655,1773419771654,0
1773419771656,1773419771654,1
1773419771658,1773419771657,0
1773419771659,1773419771657,1
1773419771661,1773419771660,0
1773419771662,1773419771660,1
1773419771664,1773419771663,0
1773419771665,1773419771663,1
1773419771667,1773419771666,0
1773419771668,1773419771666,1
1773419771670,1773419771669,0
1773419771671,1773419771669,1
1773419771673,1773419771672,0
1773419771674,1773419771672,1
1773419771676,1773419771675,0
1773419771677,1773419771675,1
1773419771679,1773419771678,0
1773419771680,1773419771678,1
1773419771682,1773419771681,0
1773419771683,1773419771681,1
1773419771685,1773419771684,0
1773419771686,1773419771684,1
1773419771688,1773419771687,0
1773419771689,1773419771687,1
1773419771691,1773419771690,0
1773419771692,1773419771690,1
1773419771694,1773419771693,0
1773419771695,1773419771693,1
1773419771697,1773419771696,0
1773419771698,1773419771696,1
1773419771700,1773419771699,0
1773419771701,1773419771699,1
1773419771703,1773419771702,0
1773419771704,1773419771702,1
1773419771706,1773419771705,0
1773419771707,1773419771705,1
1773419771709,1773419771708,0
1773419771710,1773419771708,1
1773419771712,1773419771711,0
1773419771713,1773419771711,1
1773419771715,1773419771714,0
1773419771716,1773419771714,1
1773419771718,1773419771717,0
1773419771719,1773419771717,1
1773419771721,1773419771720,0
1773419771722,1773419771720,1
1773419771724,1773419771723,0
1773419771725,1773419771723,1
1773419771727,1773419771726,0
1773419771728,1773419771726,1
1773419771730,1773419771729,0
1773419771731,1773419771729,1
1773419771733,1773419771732,0
1773419771734,1773419771732,1
1773419771736,1773419771735,0
1773419771737,1773419771735,1
1773419771739,1773419771738,0
1773419771740,1773419771738,1
1773419771742,1773419771741,0
1773419771743,1773419771741,1
1773419771745,1773419771744,0
1773419771746,1773419771744,1
1773419771748,1773419771747,0
1773419771749,1773419771747,1
1773419771751,1773419771750,0
1773419771752,1773419771750,1
1773419771754,1773419771753,0
1773419771755,1773419771753,1
1773419771757,1773419771756,0
1773419771758,1773419771756,1
1773419771760,1773419771759,0
1773419771761,1773419771759,1
1773419771763,1773419771762,0
1773419771764,1773419771762,1
1773419771766,1773419771765,0
1773419771767,1773419771765,1
1773419771769,1773419771768,0
1773419771770,1773419771768,1
1773419771772,1773419771771,0
1773419771773,1773419771771,1
1773419771775,1773419771774,0
1773419771776,1773419771774,1
1773419771778,1773419771777,0
1773419771779,1773419771777,1
1773419771781,1773419771780,0
1773419771782,1773419771780,1
1773419771784,1773419771783,0
1773419771785,1773419771783,1
1773419771787,1773419771786,0
1773419771788,1773419771786,1
1773419771790,1773419771789,0
1773419771791,1773419771789,1
1773419771793,1773419771792,0
1773419771794,1773419771792,1
1773419771796,1773419771795,0
1773419771797,1773419771795,1
1773419771799,1773419771798,0
1773419771800,1773419771798,1
1773419771802,1773419771801,0
1773419771803,1773419771801,1
1773419771805,1773419771804,0
1773419771806,1773419771804,1
1773419771808,1773419771807,0
1773419771809,1773419771807,1
1773419771811,1773419771810,0
1773419771812,1773419771810,1
1773419771814,1773419771813,0
1773419771815,1773419771813,1
1773419771817,1773419771816,0
1773419771818,1773419771816,1
1773419771820,1773419771819,0
1773419771821,1773419771819,1
1773419771823,1773419771822,0
1773419771824,1773419771822,1
1773419771826,1773419771825,0
1773419771827,1773419771825,1
1773419771829,1773419771828,0
1773419771830,1773419771828,1
1773419771832,1773419771831,0
1773419771833,1773419771831,1
1773419771835,1773419771834,0
1773419771836,1773419771834,1
1773419771838,1773419771837,0
1773419771839,1773419771837,1
1773419771841,1773419771840,0
1773419771842,1773419771840,1
1773419771844,1773419771843,0
1773419771845,1773419771843,1
1773419771847,1773419771846,0
1773419771848,1773419771846,1
1773419771850,1773419771849,0
1773419771851,1773419771849,1
1773419771853,1773419771852,0
1773419771854,1773419771852,1
1773419771856,1773419771855,0
1773419771857,1773419771855,1
1773419771859,1773419771858,0
1773419771860,1773419771858,1
1773419771862,1773419771861,0
1773419771863,1773419771861,1
1773419771865,1773419771864,0
1773419771866,1773419771864,1
1773419771868,1773419771867,0
1773419771869,1773419771867,1
1773419771871,1773419771870,0
1773419771872,1773419771870,1
1773419771874,1773419771873,0
1773419771875,1773419771873,1
1773419771877,1773419771876,0
1773419771878,1773419771876,1
1773419771880,1773419771879,0
1773419771881,1773419771879,1
1773419771883,1773419771882,0
1773419771884,1773419771882,1
1773419771886,1773419771885,0
1773419771887,1773419771885,1
1773419771889,1773419771888,0
1773419771890,1773419771888,1
1773419771892,1773419771891,0
1773419771893,1773419771891,1
1773419771895,1773419771894,0
1773419771896,1773419771894,1
