note_id,fo_word,fo_sentence,na_word,na_sentence,na_note,fo_sentence_audio,fo_word_audio,tags
84886454462,"<b><span style=""color:#279FF5"">der</span> Appetit</b>, -(e)s, -e","Guten <b><i><span style=""color:#279FF5"">Appetit</span></i></b>!","poftă, apetit",Poftă bună!,,[sound:gtts-sent-ce9af72d-54e829ad-d932b550-4e128cbb-98cddc90.mp3],[sound:gtts-word-967dc8f9-54b83b4d-0efe9a35-dc3f6dc2-20f54483.mp3],NOUN
84886454463,"<b>arbeiten</b>, <span style=""color:#0DA6FF"">arbeitete</span>, hat <span style=""color:#FFFB3D"">gearbeitet</span><br><div><i>(sich+A, acc., bei+D, bis+A, für+A, mit+D, an+D, aus+D, über+A, gegen+A, als)</i></div>",Wo <b><i>arbeiten</i></b> Sie?,a munci/lucra,Unde lucrați?,,[sound:gtts-sent-b87215ee-203d46b6-bcb95eca-2694e641-b8d5359c.mp3],[sound:gtts-word-99607798-e1b4cea1-66d9e7de-de2d41e1-ecf796c7.mp3],VERB
84886454464,"<span style=""color:#F5279F""><b>die</b></span> Arbeit, -en","Mein Bruder sucht <b><i><span style=""color:#F5279F"">Arbeit</span></i></b>.",muncă/lucru/treabă,Fratele meu își caută de muncă.,,[sound:gtts-sent-153642b1-163537e1-4ccd8300-6f619c2b-5f64762d.mp3],[sound:gtts-word-6a88259f-0abfa5c8-bc2976b3-b9d32a9e-016c910b.mp3],NOUN
84886454465,<b>arbeitslos</b>,"Es gibt bei uns viele Leute, die schon lange <b><i>arbeitslos</i></b> sind.","șomer, fără lucru",Sunt mulți oameni aici care au fost șomeri pentru o lungă perioadă de timp.,,[sound:gtts-sent-a38393f7-9df6c762-ab24ed8b-403c91a0-0fc3057b.mp3],[sound:gtts-word-bef8aa79-d96b47b8-18944ad0-4dbd16ca-b34f85d6.mp3],ADJ
84886454466,"<b><span style=""color:#279FF5"">der</span> Arbeitsplatz</b>, -es, ⸚e","An meinem <b><i><span style=""color:#279FF5"">Arbeitsplatz</span></i></b> fehlt ein Drucker.",loc de muncă,La locul meu de muncă nu este o imprimantă.,,[sound:gtts-sent-ec1ba19a-c5415c81-a4fdde32-f58a1b1a-eba0adbc.mp3],[sound:gtts-word-cfa368fb-caea9d96-044fbe49-a8900745-c0df4129.mp3],NOUN
84886454467,"<span style=""color:#279FF5""><b>der</b></span> Arm, -(e)s, -e","Mein <b><i><span style=""color:#279FF5"">Arm</span></i></b> tut weh.",braț,Mă doare brațul.,,[sound:gtts-sent-e46e9fc3-afb2c88f-fd32a85e-ffd82366-4f597e4f.mp3],[sound:gtts-word-3807ee00-25d21c1d-638441af-0df2749f-77ea05bc.mp3],NOUN
84886454468,"<span style=""color:#279FF5""><b>der</b></span> Arzt, -(e)s, ⸚e / die Ärztin, Ärztinnen","Morgen habe ich einen Termin bei meiner <b><i><span style=""color:#F5279F"">Ärztin</span></i></b>.",doctor(iță),Mâine am o programare la doctorița mea.,,[sound:gtts-sent-64b00ebc-bc1fd9dd-35c4113a-624eb2cf-c55cb427.mp3],[sound:gtts-word-e5100b1c-3b4d9963-9f5ec90d-52e1e274-af9b37c5.mp3],NOUN
84886454469,<b>auch</b>,Ich bin <b><i>auch</i></b> Spanier.,"(ca) și, (de) asemenea, tot, chiar (și)",Și eu sunt spaniol.,,[sound:gtts-sent-4410bffc-ead461f8-adb2d8f3-6f4aff0d-5c44fbb2.mp3],[sound:gtts-word-ca8cba64-22965500-34634e2b-99eefb43-823574a6.mp3],ADV
84886454470,<b>auf</b>,Die Kinder spielen <b><i>auf</i></b> der Straße.,"pe, deasupra, la, deschis, în",Copii se joacă pe stradă.,,[sound:gtts-sent-03ec653e-05bf9a12-b15eb63f-d8a0cd8e-2f4632bd.mp3],[sound:gtts-word-b13a63a1-6cbaf0cc-ac408770-23dc0049-fd34a52c.mp3],PREP
84886454471,<b>auf</b>,<b><i>Auf</i></b> Wiedersehen.,"pe, deasupra, la, deschis, în",La revedere.,,[sound:gtts-sent-da1925a9-a2c2db26-ccdb0aa9-8c00d32c-8823fab8.mp3],[sound:gtts-word-b13a63a1-6cbaf0cc-ac408770-23dc0049-fd34a52c.mp3],PREP
84886454472,<b>auf</b>,Wie heißt das <b><i>auf</i></b> Deutsch?,"pe, deasupra, la, deschis, în",Cum se cheama aia în germană?,,[sound:gtts-sent-0ae4ffb0-fe0210a5-28148b19-d4a8c99d-685958c4.mp3],[sound:gtts-word-b13a63a1-6cbaf0cc-ac408770-23dc0049-fd34a52c.mp3],PREP
84886454473,"<span style=""color:#F5279F""><b>die</b></span> Aufgabe, -n","Das ist eine schwere <b><i><span style=""color:#F5279F"">Aufgabe</span></i></b>.",sarcină/exercițiu/misiune,Asta este o sarcină dificilă.,,[sound:gtts-sent-7436a14c-920579be-d52537a1-41209412-1fef25c6.mp3],[sound:gtts-word-6dbda31a-5b4c2560-262ff060-c8bf45d8-875f2c6e.mp3],NOUN
84886454474,"<b>aufhören</b>, <span style=""color:#0DA6FF"">hörte auf</span>, hat <span style=""color:#FFFB3D"">aufgehört</span><br><div><i>(acc., bei+D, mit+D)</i></div>",Der Kurs <b><i>hört</i></b> in einer Woche auf.,"a înceta, opri, conteni, termina",Cursul se termină într-o săptămână.,,[sound:gtts-sent-82ee5db7-3a921a1a-6eca9632-d9a47665-c4fc2a98.mp3],[sound:gtts-word-b2a5a97e-cc8e269b-c4a8f7a5-89ff1644-c1dd665f.mp3],VERB
84886454475,"<b>aufhören</b>, <span style=""color:#0DA6FF"">hörte auf</span>, hat <span style=""color:#FFFB3D"">aufgehört</span><br><div><i>(acc., bei+D, mit+D)</i></div>",Hier <b><i>hört</i></b> die Bahnhofstraße <b><i>auf</i></b>.,"a înceta, opri, conteni, termina",Strada Gării se termină aici.,,[sound:gtts-sent-6bbd9369-46710759-dba82f9f-e5d2797e-c484691f.mp3],[sound:gtts-word-b2a5a97e-cc8e269b-c4a8f7a5-89ff1644-c1dd665f.mp3],VERB
84886454476,auf sein,Du brauchst den Schlüssel nicht. Die Wohnung <b><i>ist auf</i></b>.,"a fi deschis, treaz",Nu ai nevoie de cheie. Locuința este deschisă.,,[sound:gtts-sent-8eee2aae-47d85ad8-3ab1a444-8d9217cd-b3872d47.mp3],[sound:gtts-word-55f3c534-b913a6fe-7abebe23-fed56c94-9ff71ac0.mp3],VERB
84886454477,"<b>aufstehen</b>, <span style=""color:#0DA6FF"">stand auf</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">aufgestanden</span><br><div><i>(für+A, auf+D, in+D, gegen+A, von+D)</i></div>",Ich muss immer um vier Uhr <b><i>aufstehen</i></b>.,"a se ridica [în piciroare / din pat], a se scula",Mereu trebuie să mă scol la ora 4.,,[sound:gtts-sent-80eb0611-263e41f6-0b32fcd9-dca0245e-4950261d.mp3],[sound:gtts-word-6ff08bba-b60b68ce-617fb64e-2268948b-39b86215.mp3],VERB
84886454478,"<b>aufstehen</b>, <span style=""color:#0DA6FF"">stand auf</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">aufgestanden</span><br><div><i>(für+A, auf+D, in+D, gegen+A, von+D)</i></div>",Soll ich <b><i>aufstehen</i></b>?,"a se ridica [în piciroare / din pat], a se scula",Ar trebui să mă ridic?,,[sound:gtts-sent-715eeaa7-8f073ede-a50b5e5e-0dc70d20-2763ad6a.mp3],[sound:gtts-word-6ff08bba-b60b68ce-617fb64e-2268948b-39b86215.mp3],VERB
84886454479,"<span style=""color:#279FF5""><b>der</b></span> Aufzug, -(e)s, ⸚e","In diesem Haus gibt es <b><i><span style=""color:#279FF5"">keinen Aufzug</span></i></b>.","lift, ascensor",În această clădire nu există lift.,,[sound:gtts-sent-6eeabf1f-2db25e9a-e774e78a-e7bb59c6-121efb96.mp3],[sound:gtts-word-462186c8-9fba955e-7cef072f-6c762155-901df3bc.mp3],NOUN
84886454480,"<span style=""color:#9FF527""><b>das</b></span> Auge, -s, -n","Er hat blaue <b><i><span style=""color:#9FF527"">Augen</span></i></b>.",ochi,El are ochi albaștri.,,[sound:gtts-sent-01052d05-6a1eda3b-3cbf8f93-7f757f68-0ec9143b.mp3],[sound:gtts-word-0903142e-6248d7b2-e455975d-9a8c03ec-14c09306.mp3],NOUN
84886454481,<b>aus</b>,Er kommt <b><i>aus</i></b> Brasilien.,"din, dinspre, de (la)",El vine din Brazilia.,,[sound:gtts-sent-a0df6820-04feea72-b74111a3-1614d067-0a7d0a4f.mp3],[sound:gtts-word-817568ff-b2da5b87-b566ab89-fa3c175f-b01c7fc6.mp3],PREP
84886454482,"<span style=""color:#279FF5""><b>der</b></span> Ausflug, -(e)s, ⸚e","Morgen machen wir <b><i><span style=""color:#279FF5"">einen Ausflug</span></i></b> nach Heidelberg.",excursie,Mâine facem o excursie la Heidelberg.,,[sound:gtts-sent-f9890dd3-434e4b0e-81501b57-36115a95-06eed46c.mp3],[sound:gtts-word-b686ad51-56e1212b-e1d06f19-3826c528-26e4bb04.mp3],NOUN
84886454483,"<b>ausfüllen</b>, <span style=""color:#0DA6FF"">füllte aus</span>, hat <span style=""color:#FFFB3D"">ausgefüllt</span><br><div>
<i>acc., (mit+D)</i></div>",<b><i>Füllen</i></b> Sie bitte dieses Formular <b><i>aus</i></b>.,a completa [un formular],"Vă rog, completați acest formular.",,[sound:gtts-sent-ba0cff6f-7b26ab36-a6955837-51869638-9af48eda.mp3],[sound:gtts-word-5ed4eee4-ac93eb92-34161388-f9d848fb-d8e0814a.mp3],VERB
84886454484,"<span style=""color:#279FF5""><b>der</b></span> Ausgang, -(e)s, ⸚e","Wo ist <b><i><span style=""color:#279FF5"">der Ausgang</span></i></b>?","ieșire, rezultat, deznodământ",Unde este ieșirea?,,[sound:gtts-sent-3c7b850e-5447e527-db39c712-2bfe99bf-993a215d.mp3],[sound:gtts-word-ec778426-93502b34-15b7be6f-aedd6529-93df3aa0.mp3],NOUN
84886454485,"<span style=""color:#F5279F""><b>die</b></span> Auskunft, -ü, e","Können Sie mir <b><i><span style=""color:#F5279F"">eine Auskunft</span></i></b> geben?",informație,Îmi puteți da niște informație?,,[sound:gtts-sent-4dfcb98e-e7003659-f7e0e6e8-9a01db86-7c8aedd2.mp3],[sound:gtts-word-2243e5ea-f7ab605c-60a15ed1-998122b1-fda0c58c.mp3],NOUN
84886454486,"<span style=""color:#9FF527""><b>das</b></span> Ausland, -(e)s, /","Fahren Sie <b><i><span style=""color:#9FF527"">ins Ausland</span></i></b>?",străinătate,Călătoriți în străinătate?,,[sound:gtts-sent-34ff32b1-7f704cb7-0594ccba-76422475-da9a2f10.mp3],[sound:gtts-word-e8029c96-590e5960-a3315c90-2f7f6c2a-73420043.mp3],NOUN
84886454487,"<b><span style=""color:#279FF5"">der</span> Ausländer</b>, - <br><br><b><span style=""color:#F5279F"">die</span> Ausländerin</b>, -nen","Sind Sie <b><i><span style=""color:#F5279F"">Ausländerin</span></i></b>?","străin(ă), imigrant(ă)",Sunteți străină?,Considerat ofensator.,[sound:gtts-sent-34674686-10e85439-44d4825c-8a3b6593-86769b86.mp3],[sound:gtts-word-a851c540-3c1d8c79-1c202869-5f11ac59-a4385c14.mp3],NOUN
84886454488,<b>ausländisch</b>,Leider habe ich nur <b><i>ausländisches</i></b> Geld.,străin,Din păcate am numai bani străini.,,[sound:gtts-sent-7dfbe533-6d18577b-661d1ad5-e677328e-1744715e.mp3],[sound:gtts-word-869edebf-a0ad1014-c6f174a4-84732be0-eff53036.mp3],ADJ
84886454489,"<b>ausmachen</b>, <span style=""color:#0DA6FF"">machte aus</span>, hat <span style=""color:#FFFB3D"">ausgemacht</span>",<b><i>Mach</i></b> bitte das Licht <b><i>aus</i></b>!,"a stinge (ceva), a scoate [a dezgropa], a recunoaște (ceva/pe cineva)",Te rog stinge lumina!,,[sound:gtts-sent-63b04bca-70d15fdc-0aa1c85e-0da54c9f-cfb4fa7c.mp3],[sound:gtts-word-9f82e23b-509678b8-8e7a746e-1140868f-38ee9243.mp3],VERB
84886454490,"<span style=""color:#F5279F""><b>die</b></span> Aussage, -n","Ist <b><i><span style=""color:#F5279F"">die Aussage</span></i></b> richtig oder falsch?",declarație/afirmație/mărturie,Este afirmație adevărată sau falsă?,,[sound:gtts-sent-ad95278a-713fcca3-6e97366a-0151c994-76dcc72a.mp3],[sound:gtts-word-c027d674-306849e0-0845284e-5384fb40-f1ec18e9.mp3],NOUN
84886454491,"<b>aussehen</b>, <span style=""color:#0DA6FF"">sah aus</span>, hat <span style=""color:#FFFB3D"">ausgesehen</span>",Das <b><i>sieht</i></b> schön <b><i>aus</i></b>.,"a arăta, părea",Aceasta pare frumoasă.,,[sound:gtts-sent-da411829-8d4cb1e8-cfa069f6-be40f683-7e6a883e.mp3],[sound:gtts-word-091cb7c0-63ddbd0e-8c5ac9d9-6aadd24d-322834cb.mp3],VERB
84886454492,aus sein,Das Licht <b><i>ist aus</i></b>.,"a fi oprit, gata, a se termina",Lumina este oprită.,,[sound:gtts-sent-996060d6-7dd97cf0-fd9b18ae-78dbb432-6796e105.mp3],[sound:gtts-word-d979f040-1d4eec64-5d17c960-278c2cd2-d1a07a80.mp3],VERB
84886454493,aus sein,Die Schule <b><i>ist aus</i></b>.,"a fi oprit, gata, a se termina",Școala e gata.,,[sound:gtts-sent-4e79fcb3-8a8d8600-9dab3c7d-2ef37f0d-1b95c38c.mp3],[sound:gtts-word-d979f040-1d4eec64-5d17c960-278c2cd2-d1a07a80.mp3],VERB
84886454494,"<b>aussteigen</b>, <span style=""color:#0DA6FF"">stieg aus</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">ausgestiegen</span>",Wo muss ich <b><i>aussteigen</i></b>?,"a coborî, a se da jos",Unde trebuie să cobor?,,[sound:gtts-sent-06cf9514-9cce26a4-209f168e-2f635ad9-76ce0bd3.mp3],[sound:gtts-word-0994fa96-0b773264-d9a2e076-6aa22bd3-d41398cb.mp3],VERB
84886454495,"<span style=""color:#279FF5""><b>der</b></span> Ausweis, -es, -e","Hier ist mein <b><i><span style=""color:#279FF5"">Ausweis</span></i></b>.","legitimație, carte de identitate",Aici este cartea mea de identitate.,,[sound:gtts-sent-7a1b8fc5-886681be-17e316d4-94b8a4cc-5f7ee10a.mp3],[sound:gtts-word-a0d51f4a-01a3bdb4-4b951a58-68ba1652-eef1734a.mp3],NOUN
84886454496,"<b>ausziehen</b>, <span style=""color:#0DA6FF"">zog aus</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">ausgezogen</span>","<b><i>Zieh</i></b> die Schuhe <b><i>aus</i></b>, bitte!","a dezbrăca, descălța a se muta","Te rog, descalță-te de pantofii!",,[sound:gtts-sent-11dbb12f-0c5ea903-0e398669-3ecd78b9-2033fd4f.mp3],[sound:gtts-word-7e9161f4-1858cc71-6e625a5f-20efe484-a6f7369e.mp3],VERB
84886454497,"<b>sich ausziehen</b>, <span style=""color:#0DA6FF"">zog aus</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">ausgezogen</span><br><div><i>(dat., acc., auf+A, aus+D, zu+D)</i></div>",Ich <b><i>ziehe</i></b> mich <b><i>aus</i></b>.,a se dezbrăca/muta,Eu mă dezbrac.,,[sound:gtts-sent-b2637017-e7e1b41b-5bf33a78-9cc30a73-cbe10454.mp3],[sound:gtts-word-8da0eda2-1891410d-ebc8352e-64c0dacf-8d2bce97.mp3],VERB
84886454498,"<b><span style=""color:#9FF527"">das</span> Auto</b>, -s, -s","Er kommt mit dem <b><i><span style=""color:#9FF527"">Auto</span></i></b>.",mașină,El vine cu mașina.,,[sound:gtts-sent-e729587d-a9179e36-2345af66-1b46d7b5-7ed79668.mp3],[sound:gtts-word-add0df87-ad4bb6d1-f72ac96a-b382ca12-05906bbf.mp3],NOUN
84886454499,"<b><span style=""color:#F5279F"">die</span> Autobahn</b>, -en","Wo geht‘s hier bitte zur <b><i><span style=""color:#F5279F"">Autobahn</span></i></b>?",autostradă,"Cum se ajunge pe autostradă, vă rog?",,[sound:gtts-sent-ff4cbefe-0feb432b-3b57918b-badfbf06-35866936.mp3],[sound:gtts-word-65ba66fd-6eb214d7-ba015a95-d8c48b9a-0755eac5.mp3],NOUN
84886454500,"<span style=""color:#279FF5""><b>der</b></span> Automat, -en (sg. + pl.)","Die Fahrkarten gibt es nur <b><i><span style=""color:#279FF5"">am Automaten</span></i></b>.",automat,Biletele se dau doar de la automat.,,[sound:gtts-sent-6326b24f-c0aca90b-036aed41-b4660f0a-293c5752.mp3],[sound:gtts-word-02003f7e-a5c50cd4-2a78b4fc-6a3a6429-6a4de9c7.mp3],NOUN
84886454501,<b>automatisch</b>,Du musst nichts machen. Das geht <b><i>automatisch</i></b>.,automat,Nu trebuie să faci nimic. Aste e automată.,,[sound:gtts-sent-eeb99962-5662b47e-d6008040-c2a65525-f8d1574e.mp3],[sound:gtts-word-f7b91ccf-69a285bd-d9eb2e1e-3474a0e9-892f75fe.mp3],ADJ
84886454502,"<span style=""color:#9FF527""><b>das</b></span> Baby, -s, -s","Mein Kind ist noch ein <b><i><span style=""color:#9FF527"">Baby</span></i></b>.",bebe,Copilul meu e încă bebeluș.,,[sound:gtts-sent-392bba8f-3e23b9ae-dd8a6d92-5b8ba7b3-15c972c0.mp3],[sound:gtts-word-d2849686-98237d1a-afa8610d-eb54529a-3cb24a90.mp3],NOUN
84886454503,"<span style=""color:#F5279F""><b>die</b></span> Bäckerei, -en","Ich geh mal schnell <b><i><span style=""color:#F5279F"">zur Bäckerei</span></i></b>.",brutărie,Merg repede până la brutărie.,,[sound:gtts-sent-ae50a133-efb57ea1-712dd420-f54af10a-14d1cd3d.mp3],[sound:gtts-word-6938c3e1-d2954447-7d121c18-bc3ec6f5-9fcabb1e.mp3],NOUN
84886454504,"<b><span style=""color:#9FF527"">das</span> Bad</b>, -(e)s, ⸚er","Wir haben kein großes <b><i><span style=""color:#9FF527"">Bad</span></i></b>.",baie,Nu avem o baie mare.,,[sound:gtts-sent-9336097c-c4fec45a-357f6415-49cb54bb-52897506.mp3],[sound:gtts-word-516210b6-e3fce874-b09df988-924e9c88-6753a63e.mp3],NOUN
84886454505,"<b>baden</b>, <span style=""color:#0DA6FF"">badete</span>, hat <span style=""color:#FFFB3D"">gebadet</span>","Ich <b><i>bade</i></b> nicht so gern, ich dusche lieber.","a scălda, face baie, îmbăia","Nu-mi place prea mult să fac baie, îmi place dușul mai mult.",,[sound:gtts-sent-a89dca9f-139fa575-50b53048-431fa9a2-922d5d60.mp3],[sound:gtts-word-d7d7144b-de221084-69c39734-112591c5-2871a292.mp3],VERB
84886454506,"<span style=""color:#F5279F""><b>die</b></span> Bahn, -en","Wir fahren lieber mit <b><i><span style=""color:#F5279F"">der Bahn</span></i></b>.",drum/tren/metrou/cale ferată,Preferăm să mergem cu trenul.,,[sound:gtts-sent-1e4fdaf1-dd7d9bc7-6c2e2871-f0d851e0-b0eccff1.mp3],[sound:gtts-word-c2da483f-8ce96b68-b0798640-5d4bb386-feafde37.mp3],NOUN
84886454507,"<span style=""color:#F5279F""><b>die</b></span> Bahn, -en","Ich nehme die nächste <b><i><span style=""color:#F5279F"">Bahn</span></i></b>.",tren,Iau trenul următor.,,[sound:gtts-sent-2bcf50f4-f3eb9139-d048a5cd-98a78adb-42f3cbab.mp3],[sound:gtts-word-c2da483f-8ce96b68-b0798640-5d4bb386-feafde37.mp3],NOUN
84886454508,"<b><span style=""color:#279FF5"">der</span> Bahnhof</b>, -(e)s, die Bahnhöfe","Komme ich hier zum <b><i><span style=""color:#279FF5"">Bahnhof</span></i></b>?","gară, stație de tren",Ajung la gară de aici?,,[sound:gtts-sent-b397b754-616a945a-c3d5449b-fe665dfe-4d2ffa30.mp3],[sound:gtts-word-5b0a5000-04643915-1976d624-7d63a80b-22bbee55.mp3],NOUN
84886454509,"<b><span style=""color:#279FF5"">der</span> Bahnsteig</b>, -(e)s, -e","Auf welchem <b><i><span style=""color:#279FF5"">Bahnsteig</span></i></b> fährt der Zug?","platformă (de tren), peron",De pe ce peron pleacă trenul?,,[sound:gtts-sent-67cf8a15-ec2cd03a-0d05eae2-e6683f63-f8d06250.mp3],[sound:gtts-word-96dfdfe4-5a1c1a99-722a9ba8-a21c27e6-e6470d07.mp3],NOUN
84886454510,<b>bald</b>,Ich komme <b><i>bald</i></b>.,"curând, acuși",Vin în curând,,[sound:gtts-sent-b020c8db-28133ef9-9de754fc-61fe8127-875031d6.mp3],[sound:gtts-word-a5d0775b-dd63e17a-309c2720-244dc0ae-06ac787c.mp3],ADV
84886454511,"<span style=""color:#279FF5""><b>der</b></span> Balkon, -s, -s/-e","Die Wohnung hat auch einen kleinen <b><i><span style=""color:#279FF5"">Balkon</span></i></b>.",balcon,Apartamentul are și un balcon mic.,,[sound:gtts-sent-3e28b59f-334adf0b-749a494c-74c3e1b9-ac641d9e.mp3],[sound:gtts-word-3d6c0f9f-2c1d13ca-12dc1bbd-d4812346-2688cd17.mp3],NOUN
84886454512,"<span style=""color:#F5279F""><b>die</b></span> Banane, -n","Drei <b><i><span style=""color:#F5279F"">Bananen</span></i></b>, bitte!",banană,"Trei banane, vă rog!",,[sound:gtts-sent-6db5973e-0dcf47d3-3597165d-b59e09a8-bc5e7cac.mp3],[sound:gtts-word-1002b8fd-e30a239a-265ee17e-b1e3f9ed-7fa6c459.mp3],NOUN
84886454513,"<span style=""color:#F5279F""><b>die</b></span> Bank, -en","Die <b><i><span style=""color:#F5279F"">Bank</span></i></b> schließt schon um vier Uhr.",bancă,Banca deschide abia la ora 4.,,[sound:gtts-sent-397ead63-e5ed0dcf-7423aaee-8923a956-a38879f6.mp3],[sound:gtts-word-52b97fa3-ff561c92-e2696dd1-50b25ae4-fe480fd4.mp3],NOUN
84886454514,"<span style=""color:#F5279F""><b>die</b></span> Bank, ⸚e","Er sitzt im Park auf <b><i><span style=""color:#F5279F"">einer Bank</span></i></b> und liest.",bancă/banchetă,El stă în parc pe o bancă și citește.,,[sound:gtts-sent-f338540b-f3ffeaa7-5fbb5a11-84f608dd-24cd0dcf.mp3],[sound:gtts-word-52b97fa3-ff561c92-e2696dd1-50b25ae4-fe480fd4.mp3],NOUN
84886454515,<b>bar</b>,Muss ich <b><i>bar</i></b> zahlen oder geht‘s auch mit Karte?,"cash, bani numerar",Trebuie să plătesc cash sau merge și cu cardul?,,[sound:gtts-sent-b676a0b0-41674079-21eb3338-5d924e66-9b6a8cd3.mp3],[sound:gtts-word-3684528d-9721ab10-fe7eb35c-acdf0be8-2e5aa770.mp3],ADV
84886454516,"<span style=""color:#279FF5""><b>der</b></span> Bauch, -(e)s, die Bäuche","Seit gestern tut mir <b><i><span style=""color:#279FF5"">der Bauch</span></i></b> weh.","stomac, abdomen, burtă",De ieri mă doare stomacul.,,[sound:gtts-sent-3337d0d5-d50432e8-17021f2c-87ed529f-c2fad3de.mp3],[sound:gtts-word-31dbce01-e6ae302d-24eb3ad9-2784e42f-e6de86ba.mp3],NOUN
84886454517,"<span style=""color:#279FF5""><b>der</b></span> Baum, -(e)s, die Bäume","Vorsicht, fahr nicht an <b><i><span style=""color:#279FF5"">den Baum</span></i></b>!",copac,"Atenție, nu conduce înspre copac!",,[sound:gtts-sent-5a2652e7-bd9cd36e-6ed71260-dcbd2de8-1d53dfb6.mp3],[sound:gtts-word-ee2f8d5e-dbd9465a-a2f1b86b-402d2542-3f219220.mp3],NOUN
